Quantifier,MoSS Variant Test,MoSS Variant Train,MAE,m_test,m_train,alpha
DyS,MoSS,MoSS,0.08598995257613154,0.05,0.5,0.1
HDy,MoSS,MoSS,0.07,0.05,0.5,0.1
SORD,MoSS,MoSS,0.1,0.05,0.5,0.1
SMM,MoSS,MoSS,0.1,0.05,0.5,0.1
ACC,MoSS,MoSS,0.1,0.05,0.5,0.1
X_method,MoSS,MoSS,0.1,0.05,0.5,0.1
MAX,MoSS,MoSS,0.1,0.05,0.5,0.1
MS,MoSS,MoSS,0.1,0.05,0.5,0.1
MS2,MoSS,MoSS,0.1,0.05,0.5,0.1
CC,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_DyS,MoSS,MoSS,0.0006371100216428782,0.05,0.5,0.1
QuadaptMoSS_HDy,MoSS,MoSS,0.020000000000000004,0.05,0.5,0.1
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_SMM,MoSS,MoSS,0.030188928209664803,0.05,0.5,0.1
QuadaptMoSS_ACC,MoSS,MoSS,0.0036144578313253017,0.05,0.5,0.1
QuadaptMoSS_X_method,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_MAX,MoSS,MoSS,0.0018036072144288623,0.05,0.5,0.1
QuadaptMoSS_MS,MoSS,MoSS,0.0014084507042253502,0.05,0.5,0.1
QuadaptMoSS_MS2,MoSS,MoSS,0.005241935483870974,0.05,0.5,0.1
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.03080652800166786,0.05,0.5,0.1
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.020000000000000004,0.05,0.5,0.1
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.060000000000000005,0.05,0.5,0.1
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.1,0.05,0.5,0.1
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.057777777777777775,0.05,0.5,0.1
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.07399527186761229,0.05,0.5,0.1
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.05862068965517242,0.05,0.5,0.1
QuadaptMoSS_MN_MS,MoSS,MoSS,0.04369369369369369,0.05,0.5,0.1
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.04731669305984968,0.05,0.5,0.1
DyS,MoSS,MoSS,0.09291914965793766,0.05,0.5,0.1
HDy,MoSS,MoSS,0.07,0.05,0.5,0.1
SORD,MoSS,MoSS,0.1,0.05,0.5,0.1
SMM,MoSS,MoSS,0.1,0.05,0.5,0.1
ACC,MoSS,MoSS,0.1,0.05,0.5,0.1
X_method,MoSS,MoSS,0.1,0.05,0.5,0.1
MAX,MoSS,MoSS,0.1,0.05,0.5,0.1
MS,MoSS,MoSS,0.1,0.05,0.5,0.1
MS2,MoSS,MoSS,0.1,0.05,0.5,0.1
CC,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_DyS,MoSS,MoSS,0.0006593862186667077,0.05,0.5,0.1
QuadaptMoSS_HDy,MoSS,MoSS,0.020000000000000004,0.05,0.5,0.1
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_SMM,MoSS,MoSS,0.03239850606931055,0.05,0.5,0.1
QuadaptMoSS_ACC,MoSS,MoSS,0.00020040080160320384,0.05,0.5,0.1
QuadaptMoSS_X_method,MoSS,MoSS,0.0016064257028112483,0.05,0.5,0.1
QuadaptMoSS_MAX,MoSS,MoSS,0.00020040080160320384,0.05,0.5,0.1
QuadaptMoSS_MS,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_MS2,MoSS,MoSS,0.0018036072144288623,0.05,0.5,0.1
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.035882220473005544,0.05,0.5,0.1
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.03,0.05,0.5,0.1
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.060000000000000005,0.05,0.5,0.1
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.1,0.05,0.5,0.1
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.04078947368421052,0.05,0.5,0.1
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.05011337868480725,0.05,0.5,0.1
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.048888888888888885,0.05,0.5,0.1
QuadaptMoSS_MN_MS,MoSS,MoSS,0.03598233995584989,0.05,0.5,0.1
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.06355353075170843,0.05,0.5,0.1
DyS,MoSS,MoSS,0.07637083672213953,0.05,0.5,0.1
HDy,MoSS,MoSS,0.07,0.05,0.5,0.1
SORD,MoSS,MoSS,0.1,0.05,0.5,0.1
SMM,MoSS,MoSS,0.1,0.05,0.5,0.1
ACC,MoSS,MoSS,0.1,0.05,0.5,0.1
X_method,MoSS,MoSS,0.1,0.05,0.5,0.1
MAX,MoSS,MoSS,0.1,0.05,0.5,0.1
MS,MoSS,MoSS,0.1,0.05,0.5,0.1
MS2,MoSS,MoSS,0.1,0.05,0.5,0.1
CC,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_DyS,MoSS,MoSS,0.003200454382931789,0.05,0.5,0.1
QuadaptMoSS_HDy,MoSS,MoSS,0.024999999999999994,0.05,0.5,0.1
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_SMM,MoSS,MoSS,0.03362881765112671,0.05,0.5,0.1
QuadaptMoSS_ACC,MoSS,MoSS,0.00020040080160320384,0.05,0.5,0.1
QuadaptMoSS_X_method,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_MAX,MoSS,MoSS,0.0,0.05,0.5,0.1
QuadaptMoSS_MS,MoSS,MoSS,0.0036144578313253017,0.05,0.5,0.1
QuadaptMoSS_MS2,MoSS,MoSS,0.0018036072144288623,0.05,0.5,0.1
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.01624715831521642,0.05,0.5,0.1
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.024999999999999994,0.05,0.5,0.1
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.060000000000000005,0.05,0.5,0.1
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.1,0.05,0.5,0.1
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.045701357466063346,0.05,0.5,0.1
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.046428571428571416,0.05,0.5,0.1
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.041309255079006776,0.05,0.5,0.1
QuadaptMoSS_MN_MS,MoSS,MoSS,0.038636363636363635,0.05,0.5,0.1
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.038053097345132736,0.05,0.5,0.1
DyS,MoSS,MoSS,0.07814340532221464,0.05,0.5,0.2
HDy,MoSS,MoSS,0.06,0.05,0.5,0.2
SORD,MoSS,MoSS,0.2,0.05,0.5,0.2
SMM,MoSS,MoSS,0.2,0.05,0.5,0.2
ACC,MoSS,MoSS,0.2,0.05,0.5,0.2
X_method,MoSS,MoSS,0.2,0.05,0.5,0.2
MAX,MoSS,MoSS,0.2,0.05,0.5,0.2
MS,MoSS,MoSS,0.2,0.05,0.5,0.2
MS2,MoSS,MoSS,0.2,0.05,0.5,0.2
CC,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_DyS,MoSS,MoSS,0.0015934563127050771,0.05,0.5,0.2
QuadaptMoSS_HDy,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_SMM,MoSS,MoSS,0.027012922439675097,0.05,0.5,0.2
QuadaptMoSS_ACC,MoSS,MoSS,0.0016032064128256585,0.05,0.5,0.2
QuadaptMoSS_X_method,MoSS,MoSS,0.0012048192771084432,0.05,0.5,0.2
QuadaptMoSS_MAX,MoSS,MoSS,0.0004008016032064077,0.05,0.5,0.2
QuadaptMoSS_MS,MoSS,MoSS,0.0004008016032064077,0.05,0.5,0.2
QuadaptMoSS_MS2,MoSS,MoSS,0.0004008016032064077,0.05,0.5,0.2
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.017192831786298157,0.05,0.5,0.2
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.010000000000000009,0.05,0.5,0.2
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.04000000000000001,0.05,0.5,0.2
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.1910262961678585,0.05,0.5,0.2
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.030022075055187614,0.05,0.5,0.2
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.041269841269841234,0.05,0.5,0.2
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.021266968325791863,0.05,0.5,0.2
QuadaptMoSS_MN_MS,MoSS,MoSS,0.03371298405466969,0.05,0.5,0.2
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.028888888888888853,0.05,0.5,0.2
DyS,MoSS,MoSS,0.08883828854737338,0.05,0.5,0.2
HDy,MoSS,MoSS,0.07500000000000001,0.05,0.5,0.2
SORD,MoSS,MoSS,0.2,0.05,0.5,0.2
SMM,MoSS,MoSS,0.2,0.05,0.5,0.2
ACC,MoSS,MoSS,0.2,0.05,0.5,0.2
X_method,MoSS,MoSS,0.2,0.05,0.5,0.2
MAX,MoSS,MoSS,0.2,0.05,0.5,0.2
MS,MoSS,MoSS,0.2,0.05,0.5,0.2
MS2,MoSS,MoSS,0.2,0.05,0.5,0.2
CC,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_DyS,MoSS,MoSS,0.00021708536778386467,0.05,0.5,0.2
QuadaptMoSS_HDy,MoSS,MoSS,0.010000000000000009,0.05,0.5,0.2
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_SMM,MoSS,MoSS,0.028354178516147938,0.05,0.5,0.2
QuadaptMoSS_ACC,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_X_method,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_MAX,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_MS,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_MS2,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.027162030911437818,0.05,0.5,0.2
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.0050000000000000044,0.05,0.5,0.2
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.04000000000000001,0.05,0.5,0.2
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.1930091022494976,0.05,0.5,0.2
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.023529411764705854,0.05,0.5,0.2
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.03445190156599551,0.05,0.5,0.2
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.03146067415730333,0.05,0.5,0.2
QuadaptMoSS_MN_MS,MoSS,MoSS,0.017567567567567582,0.05,0.5,0.2
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.04134308085650365,0.05,0.5,0.2
DyS,MoSS,MoSS,0.07416885943729618,0.05,0.5,0.2
HDy,MoSS,MoSS,0.06,0.05,0.5,0.2
SORD,MoSS,MoSS,0.2,0.05,0.5,0.2
SMM,MoSS,MoSS,0.2,0.05,0.5,0.2
ACC,MoSS,MoSS,0.2,0.05,0.5,0.2
X_method,MoSS,MoSS,0.2,0.05,0.5,0.2
MAX,MoSS,MoSS,0.2,0.05,0.5,0.2
MS,MoSS,MoSS,0.2,0.05,0.5,0.2
MS2,MoSS,MoSS,0.2,0.05,0.5,0.2
CC,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_DyS,MoSS,MoSS,0.005367071825017833,0.05,0.5,0.2
QuadaptMoSS_HDy,MoSS,MoSS,0.010000000000000009,0.05,0.5,0.2
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_SMM,MoSS,MoSS,0.030082916387920072,0.05,0.5,0.2
QuadaptMoSS_ACC,MoSS,MoSS,0.0004008016032064077,0.05,0.5,0.2
QuadaptMoSS_X_method,MoSS,MoSS,0.0,0.05,0.5,0.2
QuadaptMoSS_MAX,MoSS,MoSS,0.0016032064128256585,0.05,0.5,0.2
QuadaptMoSS_MS,MoSS,MoSS,0.0044354838709677324,0.05,0.5,0.2
QuadaptMoSS_MS2,MoSS,MoSS,0.00040200883695101775,0.05,0.5,0.2
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.002040141662870143,0.05,0.5,0.2
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.0050000000000000044,0.05,0.5,0.2
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.04000000000000001,0.05,0.5,0.2
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.19556473053393664,0.05,0.5,0.2
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.04897025171624714,0.05,0.5,0.2
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.02788671023965142,0.05,0.5,0.2
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.03928571428571426,0.05,0.5,0.2
QuadaptMoSS_MN_MS,MoSS,MoSS,0.021585903083700425,0.05,0.5,0.2
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.05240274599542333,0.05,0.5,0.2
DyS,MoSS,MoSS,0.07744556452887658,0.05,0.5,0.4
HDy,MoSS,MoSS,0.09500000000000003,0.05,0.5,0.4
SORD,MoSS,MoSS,0.11000000000000004,0.05,0.5,0.4
SMM,MoSS,MoSS,0.14531912214065945,0.05,0.5,0.4
ACC,MoSS,MoSS,0.09017094017094013,0.05,0.5,0.4
X_method,MoSS,MoSS,0.11002132196162046,0.05,0.5,0.4
MAX,MoSS,MoSS,0.11002132196162046,0.05,0.5,0.4
MS,MoSS,MoSS,0.0695278969957081,0.05,0.5,0.4
MS2,MoSS,MoSS,0.11002132196162046,0.05,0.5,0.4
CC,MoSS,MoSS,0.0,0.05,0.5,0.4
QuadaptMoSS_DyS,MoSS,MoSS,0.005058499051483256,0.05,0.5,0.4
QuadaptMoSS_HDy,MoSS,MoSS,0.040000000000000036,0.05,0.5,0.4
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.4
QuadaptMoSS_SMM,MoSS,MoSS,0.0003257966671494916,0.05,0.5,0.4
QuadaptMoSS_ACC,MoSS,MoSS,0.0008016032064128154,0.05,0.5,0.4
QuadaptMoSS_X_method,MoSS,MoSS,0.00040160642570280514,0.05,0.5,0.4
QuadaptMoSS_MAX,MoSS,MoSS,0.0,0.05,0.5,0.4
QuadaptMoSS_MS,MoSS,MoSS,0.0024096385542168863,0.05,0.5,0.4
QuadaptMoSS_MS2,MoSS,MoSS,0.00040160642570280514,0.05,0.5,0.4
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.03282212471790685,0.05,0.5,0.4
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.07,0.05,0.5,0.4
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.020000000000000018,0.05,0.5,0.4
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.05494685336491062,0.05,0.5,0.4
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.017312072892938457,0.05,0.5,0.4
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.015909090909090873,0.05,0.5,0.4
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.008163265306122491,0.05,0.5,0.4
QuadaptMoSS_MN_MS,MoSS,MoSS,0.019815668202764924,0.05,0.5,0.4
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.011235955056179747,0.05,0.5,0.4
DyS,MoSS,MoSS,0.08657694669284333,0.05,0.5,0.4
HDy,MoSS,MoSS,0.09000000000000002,0.05,0.5,0.4
SORD,MoSS,MoSS,0.11000000000000004,0.05,0.5,0.4
SMM,MoSS,MoSS,0.14523976443068687,0.05,0.5,0.4
ACC,MoSS,MoSS,0.09017094017094013,0.05,0.5,0.4
X_method,MoSS,MoSS,0.11002132196162046,0.05,0.5,0.4
MAX,MoSS,MoSS,0.11002132196162046,0.05,0.5,0.4
MS,MoSS,MoSS,0.0695278969957081,0.05,0.5,0.4
MS2,MoSS,MoSS,0.11002132196162046,0.05,0.5,0.4
CC,MoSS,MoSS,0.0,0.05,0.5,0.4
QuadaptMoSS_DyS,MoSS,MoSS,0.01107558620594351,0.05,0.5,0.4
QuadaptMoSS_HDy,MoSS,MoSS,0.025000000000000022,0.05,0.5,0.4
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.4
QuadaptMoSS_SMM,MoSS,MoSS,0.00035667451348453394,0.05,0.5,0.4
QuadaptMoSS_ACC,MoSS,MoSS,0.0012024048096192508,0.05,0.5,0.4
QuadaptMoSS_X_method,MoSS,MoSS,0.00040160642570280514,0.05,0.5,0.4
QuadaptMoSS_MAX,MoSS,MoSS,0.0012024048096192508,0.05,0.5,0.4
QuadaptMoSS_MS,MoSS,MoSS,0.0008016032064128154,0.05,0.5,0.4
QuadaptMoSS_MS2,MoSS,MoSS,0.0012024048096192508,0.05,0.5,0.4
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.05037770986589846,0.05,0.5,0.4
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.08000000000000002,0.05,0.5,0.4
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.020000000000000018,0.05,0.5,0.4
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.05490120601793863,0.05,0.5,0.4
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.0052060737527114265,0.05,0.5,0.4
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.017848970251716223,0.05,0.5,0.4
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.008988764044943753,0.05,0.5,0.4
QuadaptMoSS_MN_MS,MoSS,MoSS,0.012009237875288736,0.05,0.5,0.4
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.010478359908883794,0.05,0.5,0.4
DyS,MoSS,MoSS,0.09489566541211603,0.05,0.5,0.4
HDy,MoSS,MoSS,0.09000000000000002,0.05,0.5,0.4
SORD,MoSS,MoSS,0.11000000000000004,0.05,0.5,0.4
SMM,MoSS,MoSS,0.15267953963430264,0.05,0.5,0.4
ACC,MoSS,MoSS,0.09017094017094013,0.05,0.5,0.4
X_method,MoSS,MoSS,0.11002132196162046,0.05,0.5,0.4
MAX,MoSS,MoSS,0.11002132196162046,0.05,0.5,0.4
MS,MoSS,MoSS,0.0695278969957081,0.05,0.5,0.4
MS2,MoSS,MoSS,0.11002132196162046,0.05,0.5,0.4
CC,MoSS,MoSS,0.0,0.05,0.5,0.4
QuadaptMoSS_DyS,MoSS,MoSS,0.012911327575135911,0.05,0.5,0.4
QuadaptMoSS_HDy,MoSS,MoSS,0.04500000000000004,0.05,0.5,0.4
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.4
QuadaptMoSS_SMM,MoSS,MoSS,0.0025381196480884216,0.05,0.5,0.4
QuadaptMoSS_ACC,MoSS,MoSS,0.0008016032064128154,0.05,0.5,0.4
QuadaptMoSS_X_method,MoSS,MoSS,0.0,0.05,0.5,0.4
QuadaptMoSS_MAX,MoSS,MoSS,0.0012024048096192508,0.05,0.5,0.4
QuadaptMoSS_MS,MoSS,MoSS,0.0,0.05,0.5,0.4
QuadaptMoSS_MS2,MoSS,MoSS,0.0012040144546120457,0.05,0.5,0.4
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.0456279536162002,0.05,0.5,0.4
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.06,0.05,0.5,0.4
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.020000000000000018,0.05,0.5,0.4
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.05918063898330833,0.05,0.5,0.4
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.013483146067415686,0.05,0.5,0.4
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.00948081264108347,0.05,0.5,0.4
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.05277777777777776,0.05,0.5,0.4
QuadaptMoSS_MN_MS,MoSS,MoSS,0.004166666666666652,0.05,0.5,0.4
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.010907002873534632,0.05,0.5,0.4
DyS,MoSS,MoSS,0.014369977007957058,0.05,0.5,0.6
HDy,MoSS,MoSS,0.025000000000000022,0.05,0.5,0.6
SORD,MoSS,MoSS,0.10999999999999999,0.05,0.5,0.6
SMM,MoSS,MoSS,0.2088708336484767,0.05,0.5,0.6
ACC,MoSS,MoSS,0.13717948717948714,0.05,0.5,0.6
X_method,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
MAX,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
MS,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
MS2,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
CC,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_DyS,MoSS,MoSS,0.00014423837572929976,0.05,0.5,0.6
QuadaptMoSS_HDy,MoSS,MoSS,0.020000000000000018,0.05,0.5,0.6
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_SMM,MoSS,MoSS,0.015959442108624988,0.05,0.5,0.6
QuadaptMoSS_ACC,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_X_method,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MAX,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MS,MoSS,MoSS,0.0012024048096191953,0.05,0.5,0.6
QuadaptMoSS_MS2,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.0037962174769639034,0.05,0.5,0.6
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.030000000000000027,0.05,0.5,0.6
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.06382874145792483,0.05,0.5,0.6
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.015560640732265485,0.05,0.5,0.6
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.015034168564920458,0.05,0.5,0.6
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.02700228832951934,0.05,0.5,0.6
QuadaptMoSS_MN_MS,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.0033537072547138447,0.05,0.5,0.6
DyS,MoSS,MoSS,0.01770225896304689,0.05,0.5,0.6
HDy,MoSS,MoSS,0.030000000000000027,0.05,0.5,0.6
SORD,MoSS,MoSS,0.10999999999999999,0.05,0.5,0.6
SMM,MoSS,MoSS,0.19734663432203903,0.05,0.5,0.6
ACC,MoSS,MoSS,0.13717948717948714,0.05,0.5,0.6
X_method,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
MAX,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
MS,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
MS2,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
CC,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_DyS,MoSS,MoSS,0.0004468813962327234,0.05,0.5,0.6
QuadaptMoSS_HDy,MoSS,MoSS,0.015000000000000013,0.05,0.5,0.6
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_SMM,MoSS,MoSS,0.011475410802039065,0.05,0.5,0.6
QuadaptMoSS_ACC,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_X_method,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MAX,MoSS,MoSS,0.0008016032064128709,0.05,0.5,0.6
QuadaptMoSS_MS,MoSS,MoSS,0.00040160642570286065,0.05,0.5,0.6
QuadaptMoSS_MS2,MoSS,MoSS,0.0004024144869215762,0.05,0.5,0.6
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.0026102710346289637,0.05,0.5,0.6
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.03500000000000003,0.05,0.5,0.6
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.057199906963963154,0.05,0.5,0.6
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.015909090909090873,0.05,0.5,0.6
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.016438356164383494,0.05,0.5,0.6
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.023024830699774235,0.05,0.5,0.6
QuadaptMoSS_MN_MS,MoSS,MoSS,0.0022222222222222365,0.05,0.5,0.6
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.0071428571428572285,0.05,0.5,0.6
DyS,MoSS,MoSS,0.006742514828041446,0.05,0.5,0.6
HDy,MoSS,MoSS,0.0050000000000000044,0.05,0.5,0.6
SORD,MoSS,MoSS,0.10999999999999999,0.05,0.5,0.6
SMM,MoSS,MoSS,0.19910309999905018,0.05,0.5,0.6
ACC,MoSS,MoSS,0.13717948717948714,0.05,0.5,0.6
X_method,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
MAX,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
MS,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
MS2,MoSS,MoSS,0.11641791044776117,0.05,0.5,0.6
CC,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_DyS,MoSS,MoSS,0.0035828532773450883,0.05,0.5,0.6
QuadaptMoSS_HDy,MoSS,MoSS,0.010000000000000009,0.05,0.5,0.6
QuadaptMoSS_SORD,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_SMM,MoSS,MoSS,0.012158846315566962,0.05,0.5,0.6
QuadaptMoSS_ACC,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_X_method,MoSS,MoSS,0.00040160642570286065,0.05,0.5,0.6
QuadaptMoSS_MAX,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MS,MoSS,MoSS,0.00040160642570286065,0.05,0.5,0.6
QuadaptMoSS_MS2,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MN_DyS,MoSS,MoSS,0.017693976022002178,0.05,0.5,0.6
QuadaptMoSS_MN_HDy,MoSS,MoSS,0.010000000000000009,0.05,0.5,0.6
QuadaptMoSS_MN_SORD,MoSS,MoSS,0.0,0.05,0.5,0.6
QuadaptMoSS_MN_SMM,MoSS,MoSS,0.05821024355546245,0.05,0.5,0.6
QuadaptMoSS_MN_ACC,MoSS,MoSS,0.01883408071748882,0.05,0.5,0.6
QuadaptMoSS_MN_X_method,MoSS,MoSS,0.014155251141552694,0.05,0.5,0.6
QuadaptMoSS_MN_MAX,MoSS,MoSS,0.024161073825503254,0.05,0.5,0.6
QuadaptMoSS_MN_MS,MoSS,MoSS,0.012612612612612595,0.05,0.5,0.6
QuadaptMoSS_MN_MS2,MoSS,MoSS,0.0035320088300221375,0.05,0.5,0.6
DyS,MoSS,MoSS,0.030611954953166265,0.05,0.5,0.8
HDy,MoSS,MoSS,0.029999999999999916,0.05,0.5,0.8
SORD,MoSS,MoSS,0.19999999999999996,0.05,0.5,0.8
SMM,MoSS,MoSS,0.19999999999999996,0.05,0.5,0.8
ACC,MoSS,MoSS,0.19999999999999996,0.05,0.5,0.8
X_method,MoSS,MoSS,0.19999999999999996,0.05,0.5,0.8
