Quantifier,MoSS Variant Test,MoSS Variant Train,MAE,m_test,m_train,alpha
DyS,MoSS,MoSS_MN,0.07487984313291818,0.6000000000000001,0.5,0.8
HDy,MoSS,MoSS_MN,0.06500000000000006,0.6000000000000001,0.5,0.8
SORD,MoSS,MoSS_MN,0.07000000000000006,0.6000000000000001,0.5,0.8
SMM,MoSS,MoSS_MN,0.08939511851356419,0.6000000000000001,0.5,0.8
ACC,MoSS,MoSS_MN,0.11250000000000004,0.6000000000000001,0.5,0.8
X_method,MoSS,MoSS_MN,0.11250000000000004,0.6000000000000001,0.5,0.8
MAX,MoSS,MoSS_MN,0.18189845474613697,0.6000000000000001,0.5,0.8
MS,MoSS,MoSS_MN,0.13407079646017706,0.6000000000000001,0.5,0.8
MS2,MoSS,MoSS_MN,0.0747747747747749,0.6000000000000001,0.5,0.8
CC,MoSS,MoSS_MN,0.21000000000000008,0.6000000000000001,0.5,0.8
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.15631899470532207,0.6000000000000001,0.5,0.8
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.1100000000000001,0.6000000000000001,0.5,0.8
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.20000000000000007,0.6000000000000001,0.5,0.8
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.22227554440841846,0.6000000000000001,0.5,0.8
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.10756302521008387,0.6000000000000001,0.5,0.8
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.11404958677685961,0.6000000000000001,0.5,0.8
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.024637681159420555,0.6000000000000001,0.5,0.8
QuadaptMoSS_MS,MoSS,MoSS_MN,0.15238095238095228,0.6000000000000001,0.5,0.8
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.13518518518518507,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.18439946983839495,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.15000000000000002,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.20000000000000007,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.1926948151747141,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.05581395348837237,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.1462783171521037,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.2187500000000001,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.15117056856187316,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.12456140350877198,0.6000000000000001,0.5,0.8
DyS,MoSS,MoSS_MN,0.1123858134644331,0.6000000000000001,0.5,0.8
HDy,MoSS,MoSS_MN,0.09000000000000008,0.6000000000000001,0.5,0.8
SORD,MoSS,MoSS_MN,0.14,0.6000000000000001,0.5,0.8
SMM,MoSS,MoSS_MN,0.15714204779761087,0.6000000000000001,0.5,0.8
ACC,MoSS,MoSS_MN,0.17946428571428563,0.6000000000000001,0.5,0.8
X_method,MoSS,MoSS_MN,0.17946428571428563,0.6000000000000001,0.5,0.8
MAX,MoSS,MoSS_MN,0.24812362030905066,0.6000000000000001,0.5,0.8
MS,MoSS,MoSS_MN,0.20044247787610614,0.6000000000000001,0.5,0.8
MS2,MoSS,MoSS_MN,0.14234234234234222,0.6000000000000001,0.5,0.8
CC,MoSS,MoSS_MN,0.24,0.6000000000000001,0.5,0.8
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.1835371156135691,0.6000000000000001,0.5,0.8
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.11499999999999999,0.6000000000000001,0.5,0.8
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.22999999999999998,0.6000000000000001,0.5,0.8
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.24863567088920813,0.6000000000000001,0.5,0.8
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.10708661417322818,0.6000000000000001,0.5,0.8
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.09999999999999987,0.6000000000000001,0.5,0.8
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.19999999999999996,0.6000000000000001,0.5,0.8
QuadaptMoSS_MS,MoSS,MoSS_MN,0.0644628099173552,0.6000000000000001,0.5,0.8
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.1843750000000004,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.24091241433729216,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.18500000000000005,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.22999999999999998,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.2316635251889383,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.11249999999999993,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.17089201877934257,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.22342342342342336,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.2090909090909091,0.6000000000000001,0.5,0.8
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.08571428571428574,0.6000000000000001,0.5,0.8
DyS,MoSS,MoSS_MN,0.0495756705677699,0.6000000000000001,0.5,0.99
HDy,MoSS,MoSS_MN,0.0050000000000000044,0.6000000000000001,0.5,0.99
SORD,MoSS,MoSS_MN,0.05999999999999994,0.6000000000000001,0.5,0.99
SMM,MoSS,MoSS_MN,0.09863563647593121,0.6000000000000001,0.5,0.99
ACC,MoSS,MoSS_MN,0.0792857142857144,0.6000000000000001,0.5,0.99
X_method,MoSS,MoSS_MN,0.0792857142857144,0.6000000000000001,0.5,0.99
MAX,MoSS,MoSS_MN,0.15114790286975732,0.6000000000000001,0.5,0.99
MS,MoSS,MoSS_MN,0.10283185840707976,0.6000000000000001,0.5,0.99
MS2,MoSS,MoSS_MN,0.03954954954954959,0.6000000000000001,0.5,0.99
CC,MoSS,MoSS_MN,0.30000000000000004,0.6000000000000001,0.5,0.99
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.16944093082987222,0.6000000000000001,0.5,0.99
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.12,0.6000000000000001,0.5,0.99
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.28,0.6000000000000001,0.5,0.99
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.34194257346096524,0.6000000000000001,0.5,0.99
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.033859649122807034,0.6000000000000001,0.5,0.99
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.141851851851852,0.6000000000000001,0.5,0.99
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.07366533864541835,0.6000000000000001,0.5,0.99
QuadaptMoSS_MS,MoSS,MoSS_MN,0.010000000000000009,0.6000000000000001,0.5,0.99
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.05224066390041504,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.22063771028913648,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.15500000000000003,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.28,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.2787201566582783,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.07974358974358986,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.010000000000000009,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.10848341232227499,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.06111111111111123,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.12013698630136993,0.6000000000000001,0.5,0.99
DyS,MoSS,MoSS_MN,0.15459704744488478,0.6000000000000001,0.5,0.99
HDy,MoSS,MoSS_MN,0.12,0.6000000000000001,0.5,0.99
SORD,MoSS,MoSS_MN,0.13,0.6000000000000001,0.5,0.99
SMM,MoSS,MoSS_MN,0.11307336058317419,0.6000000000000001,0.5,0.99
ACC,MoSS,MoSS_MN,0.16857142857142848,0.6000000000000001,0.5,0.99
X_method,MoSS,MoSS_MN,0.16857142857142848,0.6000000000000001,0.5,0.99
MAX,MoSS,MoSS_MN,0.23944812362030898,0.6000000000000001,0.5,0.99
MS,MoSS,MoSS_MN,0.1913274336283185,0.6000000000000001,0.5,0.99
MS2,MoSS,MoSS_MN,0.12963963963963954,0.6000000000000001,0.5,0.99
CC,MoSS,MoSS_MN,0.33999999999999997,0.6000000000000001,0.5,0.99
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.2457200097974127,0.6000000000000001,0.5,0.99
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.19499999999999995,0.6000000000000001,0.5,0.99
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.33999999999999997,0.6000000000000001,0.5,0.99
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.3475602484992829,0.6000000000000001,0.5,0.99
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.16843866171003707,0.6000000000000001,0.5,0.99
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.010000000000000009,0.6000000000000001,0.5,0.99
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.20285140562248993,0.6000000000000001,0.5,0.99
QuadaptMoSS_MS,MoSS,MoSS_MN,0.21784810126582277,0.6000000000000001,0.5,0.99
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.179516129032258,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.3049129915241118,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.255,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.2899999999999999,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.2870248796906919,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.0715217391304348,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.16391304347826074,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.0938961038961037,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.18383259911894267,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.13225941422594134,0.6000000000000001,0.5,0.99
DyS,MoSS,MoSS_MN,0.07503315740708871,0.6000000000000001,0.5,0.99
HDy,MoSS,MoSS_MN,0.03500000000000003,0.6000000000000001,0.5,0.99
SORD,MoSS,MoSS_MN,0.08999999999999997,0.6000000000000001,0.5,0.99
SMM,MoSS,MoSS_MN,0.08171171503506325,0.6000000000000001,0.5,0.99
ACC,MoSS,MoSS_MN,0.10160714285714267,0.6000000000000001,0.5,0.99
X_method,MoSS,MoSS_MN,0.10160714285714267,0.6000000000000001,0.5,0.99
MAX,MoSS,MoSS_MN,0.17322295805739507,0.6000000000000001,0.5,0.99
MS,MoSS,MoSS_MN,0.12495575221238919,0.6000000000000001,0.5,0.99
MS2,MoSS,MoSS_MN,0.06207207207207188,0.6000000000000001,0.5,0.99
CC,MoSS,MoSS_MN,0.30999999999999994,0.6000000000000001,0.5,0.99
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.1960123745305027,0.6000000000000001,0.5,0.99
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.12,0.6000000000000001,0.5,0.99
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.29999999999999993,0.6000000000000001,0.5,0.99
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.3353575265157116,0.6000000000000001,0.5,0.99
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.0823694779116464,0.6000000000000001,0.5,0.99
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.13828897338403034,0.6000000000000001,0.5,0.99
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.1287755102040815,0.6000000000000001,0.5,0.99
QuadaptMoSS_MS,MoSS,MoSS_MN,0.010000000000000009,0.6000000000000001,0.5,0.99
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.12008130081300794,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.26268944469333533,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.18999999999999995,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.2899999999999999,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.2689853481008667,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.0721256038647341,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.08954751131221705,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.19327868852459018,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.11612612612612594,0.6000000000000001,0.5,0.99
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.03763471822295328,0.6000000000000001,0.5,0.99
DyS,MoSS,MoSS_MN,0.06302417818505138,0.6500000000000001,0.5,0.1
HDy,MoSS,MoSS_MN,0.01999999999999999,0.6500000000000001,0.5,0.1
SORD,MoSS,MoSS_MN,0.09,0.6500000000000001,0.5,0.1
SMM,MoSS,MoSS_MN,0.12280982552795908,0.6500000000000001,0.5,0.1
ACC,MoSS,MoSS_MN,0.08214285714285713,0.6500000000000001,0.5,0.1
X_method,MoSS,MoSS_MN,0.08214285714285713,0.6500000000000001,0.5,0.1
MAX,MoSS,MoSS_MN,0.1,0.6500000000000001,0.5,0.1
MS,MoSS,MoSS_MN,0.05045045045045053,0.6500000000000001,0.5,0.1
MS2,MoSS,MoSS_MN,0.05045045045045053,0.6500000000000001,0.5,0.1
CC,MoSS,MoSS_MN,0.18999999999999997,0.6500000000000001,0.5,0.1
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.18681443975477927,0.6500000000000001,0.5,0.1
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.17,0.6500000000000001,0.5,0.1
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.21,0.6500000000000001,0.5,0.1
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.28792486603590806,0.6500000000000001,0.5,0.1
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.1,0.6500000000000001,0.5,0.1
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.0007633587786259749,0.6500000000000001,0.5,0.1
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.1,0.6500000000000001,0.5,0.1
QuadaptMoSS_MS,MoSS,MoSS_MN,0.01740890688259103,0.6500000000000001,0.5,0.1
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.09657534246575343,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.14358243706790233,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.13,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.17,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.22672059917832624,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.1,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.04802631578947361,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.1,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.059821428571428664,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.05857605177993522,0.6500000000000001,0.5,0.1
DyS,MoSS,MoSS_MN,0.15461352020041877,0.6500000000000001,0.5,0.1
HDy,MoSS,MoSS_MN,0.10500000000000001,0.6500000000000001,0.5,0.1
SORD,MoSS,MoSS_MN,0.16,0.6500000000000001,0.5,0.1
SMM,MoSS,MoSS_MN,0.1778061789635216,0.6500000000000001,0.5,0.1
ACC,MoSS,MoSS_MN,0.14107142857142865,0.6500000000000001,0.5,0.1
X_method,MoSS,MoSS_MN,0.14107142857142865,0.6500000000000001,0.5,0.1
MAX,MoSS,MoSS_MN,0.07660044150110379,0.6500000000000001,0.5,0.1
MS,MoSS,MoSS_MN,0.1747747747747748,0.6500000000000001,0.5,0.1
MS2,MoSS,MoSS_MN,0.1747747747747748,0.6500000000000001,0.5,0.1
CC,MoSS,MoSS_MN,0.29000000000000004,0.6500000000000001,0.5,0.1
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.22068782503593806,0.6500000000000001,0.5,0.1
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.19499999999999998,0.6500000000000001,0.5,0.1
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.29000000000000004,0.6500000000000001,0.5,0.1
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.30932378179289166,0.6500000000000001,0.5,0.1
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.16235741444866922,0.6500000000000001,0.5,0.1
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.0022556390977442886,0.6500000000000001,0.5,0.1
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.1,0.6500000000000001,0.5,0.1
QuadaptMoSS_MS,MoSS,MoSS_MN,0.1,0.6500000000000001,0.5,0.1
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.08630136986301369,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.22812160843607207,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.225,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.26,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.25835505068068954,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.053846153846153794,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.1557077625570776,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.24726688102893887,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.2016949152542373,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.1,0.6500000000000001,0.5,0.1
DyS,MoSS,MoSS_MN,0.14942176587376518,0.6500000000000001,0.5,0.1
HDy,MoSS,MoSS_MN,0.09,0.6500000000000001,0.5,0.1
SORD,MoSS,MoSS_MN,0.16,0.6500000000000001,0.5,0.1
SMM,MoSS,MoSS_MN,0.1588806524374736,0.6500000000000001,0.5,0.1
ACC,MoSS,MoSS_MN,0.16339285714285726,0.6500000000000001,0.5,0.1
X_method,MoSS,MoSS_MN,0.16339285714285726,0.6500000000000001,0.5,0.1
MAX,MoSS,MoSS_MN,0.09867549668874176,0.6500000000000001,0.5,0.1
MS,MoSS,MoSS_MN,0.19729729729729736,0.6500000000000001,0.5,0.1
MS2,MoSS,MoSS_MN,0.19729729729729736,0.6500000000000001,0.5,0.1
CC,MoSS,MoSS_MN,0.30000000000000004,0.6500000000000001,0.5,0.1
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.20547550981730997,0.6500000000000001,0.5,0.1
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.17500000000000002,0.6500000000000001,0.5,0.1
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.30000000000000004,0.6500000000000001,0.5,0.1
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.30195991632748453,0.6500000000000001,0.5,0.1
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.20487804878048785,0.6500000000000001,0.5,0.1
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.2036437246963563,0.6500000000000001,0.5,0.1
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.17443609022556392,0.6500000000000001,0.5,0.1
QuadaptMoSS_MS,MoSS,MoSS_MN,0.13841059602649008,0.6500000000000001,0.5,0.1
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.07101449275362318,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.21564891092754865,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.18999999999999997,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.27,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.247468898897073,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.0777777777777778,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.1767857142857143,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.042196531791907466,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.26477987421383653,0.6500000000000001,0.5,0.1
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.07073170731707329,0.6500000000000001,0.5,0.1
DyS,MoSS,MoSS_MN,0.09980657525774161,0.6500000000000001,0.5,0.2
HDy,MoSS,MoSS_MN,0.065,0.6500000000000001,0.5,0.2
SORD,MoSS,MoSS_MN,0.15999999999999998,0.6500000000000001,0.5,0.2
SMM,MoSS,MoSS_MN,0.14660093834780524,0.6500000000000001,0.5,0.2
ACC,MoSS,MoSS_MN,0.08571428571428569,0.6500000000000001,0.5,0.2
X_method,MoSS,MoSS_MN,0.08571428571428569,0.6500000000000001,0.5,0.2
MAX,MoSS,MoSS_MN,0.020750551876379614,0.6500000000000001,0.5,0.2
MS,MoSS,MoSS_MN,0.11981981981981976,0.6500000000000001,0.5,0.2
MS2,MoSS,MoSS_MN,0.11981981981981976,0.6500000000000001,0.5,0.2
CC,MoSS,MoSS_MN,0.20999999999999996,0.6500000000000001,0.5,0.2
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.1464840588179176,0.6500000000000001,0.5,0.2
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.14,0.6500000000000001,0.5,0.2
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.22999999999999998,0.6500000000000001,0.5,0.2
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.2360916158150344,0.6500000000000001,0.5,0.2
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.08489208633093537,0.6500000000000001,0.5,0.2
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.013432835820895578,0.6500000000000001,0.5,0.2
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.16111111111111098,0.6500000000000001,0.5,0.2
QuadaptMoSS_MS,MoSS,MoSS_MN,0.15416666666666662,0.6500000000000001,0.5,0.2
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.11125847868217043,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.16867869054837648,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.185,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.2,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.1979264830286317,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.14876543209876542,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.029885057471264215,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.1280757097791798,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.17162162162162153,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.10379746835443032,0.6500000000000001,0.5,0.2
DyS,MoSS,MoSS_MN,0.05987959944457766,0.6500000000000001,0.5,0.2
HDy,MoSS,MoSS_MN,0.04999999999999999,0.6500000000000001,0.5,0.2
SORD,MoSS,MoSS_MN,0.08999999999999997,0.6500000000000001,0.5,0.2
SMM,MoSS,MoSS_MN,0.08556342307777764,0.6500000000000001,0.5,0.2
ACC,MoSS,MoSS_MN,0.08571428571428569,0.6500000000000001,0.5,0.2
X_method,MoSS,MoSS_MN,0.08571428571428569,0.6500000000000001,0.5,0.2
MAX,MoSS,MoSS_MN,0.020750551876379614,0.6500000000000001,0.5,0.2
MS,MoSS,MoSS_MN,0.11981981981981976,0.6500000000000001,0.5,0.2
MS2,MoSS,MoSS_MN,0.11981981981981976,0.6500000000000001,0.5,0.2
CC,MoSS,MoSS_MN,0.20999999999999996,0.6500000000000001,0.5,0.2
QuadaptMoSS_DyS,MoSS,MoSS_MN,0.09996390089922241,0.6500000000000001,0.5,0.2
QuadaptMoSS_HDy,MoSS,MoSS_MN,0.08999999999999997,0.6500000000000001,0.5,0.2
QuadaptMoSS_SORD,MoSS,MoSS_MN,0.24,0.6500000000000001,0.5,0.2
QuadaptMoSS_SMM,MoSS,MoSS_MN,0.21234210215301902,0.6500000000000001,0.5,0.2
QuadaptMoSS_ACC,MoSS,MoSS_MN,0.10038022813688208,0.6500000000000001,0.5,0.2
QuadaptMoSS_X_method,MoSS,MoSS_MN,0.12377049180327865,0.6500000000000001,0.5,0.2
QuadaptMoSS_MAX,MoSS,MoSS_MN,0.2,0.6500000000000001,0.5,0.2
QuadaptMoSS_MS,MoSS,MoSS_MN,0.051063829787234005,0.6500000000000001,0.5,0.2
QuadaptMoSS_MS2,MoSS,MoSS_MN,0.30757575757575734,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_DyS,MoSS,MoSS_MN,0.12637280732215866,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_HDy,MoSS,MoSS_MN,0.18,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_SORD,MoSS,MoSS_MN,0.18,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_SMM,MoSS,MoSS_MN,0.16281709493262259,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_ACC,MoSS,MoSS_MN,0.0903225806451613,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_X_method,MoSS,MoSS_MN,0.2,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_MAX,MoSS,MoSS_MN,0.18741721854304627,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_MS,MoSS,MoSS_MN,0.12558139534883717,0.6500000000000001,0.5,0.2
QuadaptMoSS_MN_MS2,MoSS,MoSS_MN,0.07354260089686099,0.6500000000000001,0.5,0.2
DyS,MoSS,MoSS_MN,0.11551386148309167,0.6500000000000001,0.5,0.2
