Quantifier,MoSS Variant Test,MoSS Variant Train,m_proximity,MAE,m_test,alpha
MS,MoSS,MoSS_Dir,0.0,0.29300000000000004,0.75,0.8
MS,MoSS,MoSS_Dir,0.25,0.504,0.75,1.0
MS,MoSS,MoSS_Dir,0.5,0.9,1.0,0.1
MS,MoSS,MoSS_Dir,0.5,0.292,1.0,0.2
MS,MoSS,MoSS_Dir,0.25,0.09099999999999997,1.0,0.4
MS,MoSS,MoSS_Dir,0.5,0.4,1.0,0.6
MS,MoSS,MoSS_Dir,0.0,0.28400000000000003,1.0,0.8
MS,MoSS,MoSS_Dir,0.25,1.0,1.0,1.0
MS2,MoSS,MoSS_Dir,0.0,0.4,0.1,0.1
MS2,MoSS,MoSS_Dir,0.0,0.3,0.1,0.2
MS2,MoSS,MoSS_Dir,0.0,0.10100401606425702,0.1,0.4
MS2,MoSS,MoSS_Dir,0.0,0.09999999999999998,0.1,0.6
MS2,MoSS,MoSS_Dir,0.0,0.30000000000000004,0.1,0.8
MS2,MoSS,MoSS_Dir,0.0,0.5,0.1,1.0
MS2,MoSS,MoSS_Dir,0.0,0.4,0.25,0.1
MS2,MoSS,MoSS_Dir,0.0,0.3,0.25,0.2
MS2,MoSS,MoSS_Dir,0.25,0.10202429149797576,0.25,0.4
MS2,MoSS,MoSS_Dir,0.0,0.09999999999999998,0.25,0.6
MS2,MoSS,MoSS_Dir,0.0,0.2994887525562373,0.25,0.8
MS2,MoSS,MoSS_Dir,0.0,0.5,0.25,1.0
MS2,MoSS,MoSS_Dir,0.0,0.4478192792383261,0.5,0.1
MS2,MoSS,MoSS_Dir,0.5,0.2882629107981221,0.5,0.2
MS2,MoSS,MoSS_Dir,0.0,0.14697706212972805,0.5,0.4
MS2,MoSS,MoSS_Dir,0.5,0.13789688411617973,0.5,0.6
MS2,MoSS,MoSS_Dir,0.5,0.29999999999999993,0.5,0.8
MS2,MoSS,MoSS_Dir,0.0,0.48198198198198194,0.5,1.0
MS2,MoSS,MoSS_Dir,0.25,0.40000000000000024,0.75,0.1
MS2,MoSS,MoSS_Dir,0.0,0.26999999999999996,0.75,0.2
MS2,MoSS,MoSS_Dir,0.25,0.4,0.75,0.4
MS2,MoSS,MoSS_Dir,0.25,0.14999999999999997,0.75,0.6
MS2,MoSS,MoSS_Dir,0.0,0.28589743589743577,0.75,0.8
MS2,MoSS,MoSS_Dir,0.25,0.45939086294416254,0.75,1.0
MS2,MoSS,MoSS_Dir,0.0,0.40000000000000013,1.0,0.1
MS2,MoSS,MoSS_Dir,0.0,0.33431372549019595,1.0,0.2
MS2,MoSS,MoSS_Dir,0.25,0.08399999999999996,1.0,0.4
MS2,MoSS,MoSS_Dir,0.0,0.4,1.0,0.6
MS2,MoSS,MoSS_Dir,0.5,0.28900000000000003,1.0,0.8
MS2,MoSS,MoSS_Dir,0.0,1.0,1.0,1.0
DyS,MoSS,MoSS,0.0,5.4256987746165164e-05,0.1,0.1
DyS,MoSS,MoSS,0.0,0.003195790084301986,0.1,0.2
DyS,MoSS,MoSS,0.0,0.0008808756644216875,0.1,0.4
DyS,MoSS,MoSS,0.0,0.00168225750153439,0.1,0.6
DyS,MoSS,MoSS,0.0,0.0005229915030857679,0.1,0.8
DyS,MoSS,MoSS,0.0,4.455239404765887e-05,0.1,1.0
DyS,MoSS,MoSS,0.0,0.0011956510360336403,0.25,0.1
DyS,MoSS,MoSS,0.0,0.006913298772245724,0.25,0.2
DyS,MoSS,MoSS,0.0,0.01096281295851037,0.25,0.4
DyS,MoSS,MoSS,0.0,0.0033714904548026725,0.25,0.6
DyS,MoSS,MoSS,0.0,0.0023966176350878055,0.25,0.8
DyS,MoSS,MoSS,0.0,8.910478809531774e-05,0.25,1.0
DyS,MoSS,MoSS,0.5,0.0012929525879264991,0.5,0.1
DyS,MoSS,MoSS,0.0,0.012154213397687297,0.5,0.2
DyS,MoSS,MoSS,0.0,0.04087203873018641,0.5,0.4
DyS,MoSS,MoSS,0.0,0.007354022541263716,0.5,0.6
DyS,MoSS,MoSS,0.25,0.00690415808663547,0.5,0.8
DyS,MoSS,MoSS,0.25,0.027848528429423425,0.5,1.0
DyS,MoSS,MoSS,0.25,0.05976323335797959,0.75,0.1
DyS,MoSS,MoSS,0.25,0.13674040618764416,0.75,0.2
DyS,MoSS,MoSS,0.25,0.08857549064200992,0.75,0.4
DyS,MoSS,MoSS,0.0,0.05580518457799577,0.75,0.6
DyS,MoSS,MoSS,0.25,0.026568840149283846,0.75,0.8
DyS,MoSS,MoSS,0.25,0.005620867518956518,0.75,1.0
DyS,MoSS,MoSS,0.0,0.107504836222902,1.0,0.1
DyS,MoSS,MoSS,0.0,0.339465442422839,1.0,0.2
DyS,MoSS,MoSS,0.5,0.17265557008723298,1.0,0.4
DyS,MoSS,MoSS,0.5,0.08070977689379688,1.0,0.6
DyS,MoSS,MoSS,0.0,0.06769702698388358,1.0,0.8
DyS,MoSS,MoSS,0.0,0.5309408622886291,1.0,1.0
HDy,MoSS,MoSS,0.0,0.010000000000000009,0.1,0.1
HDy,MoSS,MoSS,0.0,0.0050000000000000044,0.1,0.2
HDy,MoSS,MoSS,0.0,0.0,0.1,0.4
HDy,MoSS,MoSS,0.0,0.0,0.1,0.6
HDy,MoSS,MoSS,0.0,0.010000000000000009,0.1,0.8
HDy,MoSS,MoSS,0.0,0.0,0.1,1.0
HDy,MoSS,MoSS,0.0,0.009999999999999995,0.25,0.1
HDy,MoSS,MoSS,0.0,0.0050000000000000044,0.25,0.2
HDy,MoSS,MoSS,0.0,0.009999999999999953,0.25,0.4
HDy,MoSS,MoSS,0.0,0.010000000000000009,0.25,0.6
HDy,MoSS,MoSS,0.0,0.010000000000000009,0.25,0.8
HDy,MoSS,MoSS,0.0,0.010000000000000009,0.25,1.0
