Quantifier,Quadapt_Variant,MoSS_Test_Variant,MoSS_Train_Variant,MAE,m_test,m_train,alpha,Iteration
DyS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.014504398452056422,0.1,0.1,0.75,1
HDy,MoSS_MN,MoSS_Dir,MoSS_Dir,0.03500000000000003,0.1,0.1,0.75,1
SORD,MoSS_MN,MoSS_Dir,MoSS_Dir,0.040000000000000036,0.1,0.1,0.75,1
SMM,MoSS_MN,MoSS_Dir,MoSS_Dir,0.16645345945561874,0.1,0.1,0.75,1
ACC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.022522522522522515,0.1,0.1,0.75,1
X_method,MoSS_MN,MoSS_Dir,MoSS_Dir,0.026053215077605385,0.1,0.1,0.75,1
T50,MoSS_MN,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,1
MAX,MoSS_MN,MoSS_Dir,MoSS_Dir,0.028993435448577687,0.1,0.1,0.75,1
MS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.005555555555555536,0.1,0.1,0.75,1
MS2,MoSS_MN,MoSS_Dir,MoSS_Dir,0.024434669568897727,0.1,0.1,0.75,1
CC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,1
DyS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0024658495298591765,0.1,0.1,0.75,1
HDy,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.040000000000000036,0.1,0.1,0.75,1
SORD,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,1
SMM,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.012446914229757078,0.1,0.1,0.75,1
ACC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0015030060120240218,0.1,0.1,0.75,1
X_method,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,1
T50,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,1
MAX,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,1
MS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,1
MS2,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,1
CC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,1
DyS,None,MoSS_Dir,MoSS_Dir,0.002018964572029991,0.1,0.1,0.75,1
HDy,None,MoSS_Dir,MoSS_Dir,0.030000000000000027,0.1,0.1,0.75,1
SORD,None,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,1
SMM,None,MoSS_Dir,MoSS_Dir,0.003922490202059703,0.1,0.1,0.75,1
ACC,None,MoSS_Dir,MoSS_Dir,0.004279959718026194,0.1,0.1,0.75,1
X_method,None,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,1
T50,None,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,1
MAX,None,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,1
MS,None,MoSS_Dir,MoSS_Dir,0.0035211267605633756,0.1,0.1,0.75,1
MS2,None,MoSS_Dir,MoSS_Dir,0.004279959718026194,0.1,0.1,0.75,1
CC,None,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,1
DyS,MoSS,MoSS_Dir,MoSS_Dir,0.00014750297284427116,0.1,0.1,0.75,2
HDy,MoSS,MoSS_Dir,MoSS_Dir,0.030000000000000027,0.1,0.1,0.75,2
SORD,MoSS,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
SMM,MoSS,MoSS_Dir,MoSS_Dir,0.025679311509238856,0.1,0.1,0.75,2
ACC,MoSS,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,2
X_method,MoSS,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
T50,MoSS,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,2
MAX,MoSS,MoSS_Dir,MoSS_Dir,0.0015030060120240218,0.1,0.1,0.75,2
MS,MoSS,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
MS2,MoSS,MoSS_Dir,MoSS_Dir,0.0015030060120240218,0.1,0.1,0.75,2
CC,MoSS,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
DyS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.016881346248892704,0.1,0.1,0.75,2
HDy,MoSS_MN,MoSS_Dir,MoSS_Dir,0.05500000000000005,0.1,0.1,0.75,2
SORD,MoSS_MN,MoSS_Dir,MoSS_Dir,0.030000000000000027,0.1,0.1,0.75,2
SMM,MoSS_MN,MoSS_Dir,MoSS_Dir,0.1472977953780975,0.1,0.1,0.75,2
ACC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.027282850779510093,0.1,0.1,0.75,2
X_method,MoSS_MN,MoSS_Dir,MoSS_Dir,0.035388127853881346,0.1,0.1,0.75,2
T50,MoSS_MN,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,2
MAX,MoSS_MN,MoSS_Dir,MoSS_Dir,0.002192982456140302,0.1,0.1,0.75,2
MS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.03260869565217395,0.1,0.1,0.75,2
MS2,MoSS_MN,MoSS_Dir,MoSS_Dir,0.03504672897196259,0.1,0.1,0.75,2
CC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
DyS,MoSS_Dir,MoSS_Dir,MoSS_Dir,3.81389819725797e-07,0.1,0.1,0.75,2
HDy,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.015000000000000013,0.1,0.1,0.75,2
SORD,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
SMM,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.005669591808572183,0.1,0.1,0.75,2
ACC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
X_method,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
T50,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,2
MAX,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
MS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0015030060120240218,0.1,0.1,0.75,2
MS2,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
CC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
DyS,None,MoSS_Dir,MoSS_Dir,0.0015215788603571978,0.1,0.1,0.75,2
HDy,None,MoSS_Dir,MoSS_Dir,0.020000000000000018,0.1,0.1,0.75,2
SORD,None,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
SMM,None,MoSS_Dir,MoSS_Dir,0.005808208349724842,0.1,0.1,0.75,2
ACC,None,MoSS_Dir,MoSS_Dir,0.004279959718026194,0.1,0.1,0.75,2
X_method,None,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,2
T50,None,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,2
MAX,None,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,2
MS,None,MoSS_Dir,MoSS_Dir,0.0035211267605633756,0.1,0.1,0.75,2
MS2,None,MoSS_Dir,MoSS_Dir,0.004279959718026194,0.1,0.1,0.75,2
CC,None,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,2
DyS,MoSS,MoSS_Dir,MoSS_Dir,0.009896573563360378,0.1,0.1,0.75,3
HDy,MoSS,MoSS_Dir,MoSS_Dir,0.06499999999999995,0.1,0.1,0.75,3
SORD,MoSS,MoSS_Dir,MoSS_Dir,0.010000000000000009,0.1,0.1,0.75,3
SMM,MoSS,MoSS_Dir,MoSS_Dir,0.014372097626182412,0.1,0.1,0.75,3
ACC,MoSS,MoSS_Dir,MoSS_Dir,0.0005030181086519425,0.1,0.1,0.75,3
X_method,MoSS,MoSS_Dir,MoSS_Dir,0.0010040160642570406,0.1,0.1,0.75,3
T50,MoSS,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,3
MAX,MoSS,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,3
MS,MoSS,MoSS_Dir,MoSS_Dir,0.0015030060120240218,0.1,0.1,0.75,3
MS2,MoSS,MoSS_Dir,MoSS_Dir,0.0010040160642570406,0.1,0.1,0.75,3
CC,MoSS,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,3
DyS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.035490347408916656,0.1,0.1,0.75,3
HDy,MoSS_MN,MoSS_Dir,MoSS_Dir,0.050000000000000044,0.1,0.1,0.75,3
SORD,MoSS_MN,MoSS_Dir,MoSS_Dir,0.030000000000000027,0.1,0.1,0.75,3
SMM,MoSS_MN,MoSS_Dir,MoSS_Dir,0.12811262293101744,0.1,0.1,0.75,3
ACC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.03359908883826879,0.1,0.1,0.75,3
X_method,MoSS_MN,MoSS_Dir,MoSS_Dir,0.026548672566371723,0.1,0.1,0.75,3
T50,MoSS_MN,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,3
MAX,MoSS_MN,MoSS_Dir,MoSS_Dir,0.021428571428571463,0.1,0.1,0.75,3
MS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.029816513761467878,0.1,0.1,0.75,3
MS2,MoSS_MN,MoSS_Dir,MoSS_Dir,0.029960129105752853,0.1,0.1,0.75,3
CC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,3
DyS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.008413838672322815,0.1,0.1,0.75,3
HDy,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.03500000000000003,0.1,0.1,0.75,3
SORD,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,3
SMM,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.001717858300321784,0.1,0.1,0.75,3
ACC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,3
X_method,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,3
T50,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,3
MAX,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,3
MS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,3
MS2,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,3
CC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,3
DyS,None,MoSS_Dir,MoSS_Dir,0.010677763246100369,0.1,0.1,0.75,3
HDy,None,MoSS_Dir,MoSS_Dir,0.040000000000000036,0.1,0.1,0.75,3
SORD,None,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,3
SMM,None,MoSS_Dir,MoSS_Dir,0.008804004985711211,0.1,0.1,0.75,3
ACC,None,MoSS_Dir,MoSS_Dir,0.004279959718026194,0.1,0.1,0.75,3
X_method,None,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,3
T50,None,MoSS_Dir,MoSS_Dir,0.25,0.1,0.1,0.75,3
MAX,None,MoSS_Dir,MoSS_Dir,0.0005010020040080443,0.1,0.1,0.75,3
MS,None,MoSS_Dir,MoSS_Dir,0.0035211267605633756,0.1,0.1,0.75,3
MS2,None,MoSS_Dir,MoSS_Dir,0.004279959718026194,0.1,0.1,0.75,3
CC,None,MoSS_Dir,MoSS_Dir,0.0,0.1,0.1,0.75,3
DyS,MoSS,MoSS_Dir,MoSS_Dir,0.01945723567095714,0.5,0.1,0.25,1
HDy,MoSS,MoSS_Dir,MoSS_Dir,0.05499999999999999,0.5,0.1,0.25,1
SORD,MoSS,MoSS_Dir,MoSS_Dir,0.04000000000000001,0.5,0.1,0.25,1
SMM,MoSS,MoSS_Dir,MoSS_Dir,0.052240665139210135,0.5,0.1,0.25,1
ACC,MoSS,MoSS_Dir,MoSS_Dir,0.07170542635658922,0.5,0.1,0.25,1
X_method,MoSS,MoSS_Dir,MoSS_Dir,0.06069958847736631,0.5,0.1,0.25,1
T50,MoSS,MoSS_Dir,MoSS_Dir,0.38681592039800994,0.5,0.1,0.25,1
MAX,MoSS,MoSS_Dir,MoSS_Dir,0.0789962825278811,0.5,0.1,0.25,1
MS,MoSS,MoSS_Dir,MoSS_Dir,0.25,0.5,0.1,0.25,1
MS2,MoSS,MoSS_Dir,MoSS_Dir,0.0389139092567089,0.5,0.1,0.25,1
CC,MoSS,MoSS_Dir,MoSS_Dir,0.09999999999999998,0.5,0.1,0.25,1
DyS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.13863571438068792,0.5,0.1,0.25,1
HDy,MoSS_MN,MoSS_Dir,MoSS_Dir,0.03,0.5,0.1,0.25,1
SORD,MoSS_MN,MoSS_Dir,MoSS_Dir,0.25,0.5,0.1,0.25,1
SMM,MoSS_MN,MoSS_Dir,MoSS_Dir,0.001819246495261384,0.5,0.1,0.25,1
ACC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.011589403973509993,0.5,0.1,0.25,1
X_method,MoSS_MN,MoSS_Dir,MoSS_Dir,0.01388888888888895,0.5,0.1,0.25,1
T50,MoSS_MN,MoSS_Dir,MoSS_Dir,0.4121004566210045,0.5,0.1,0.25,1
MAX,MoSS_MN,MoSS_Dir,MoSS_Dir,0.045302013422818754,0.5,0.1,0.25,1
MS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.13297872340425537,0.5,0.1,0.25,1
MS2,MoSS_MN,MoSS_Dir,MoSS_Dir,0.06938325991189434,0.5,0.1,0.25,1
CC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.09999999999999998,0.5,0.1,0.25,1
DyS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.04842881988431874,0.5,0.1,0.25,1
HDy,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.065,0.5,0.1,0.25,1
SORD,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.03,0.5,0.1,0.25,1
SMM,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.05922111476082281,0.5,0.1,0.25,1
ACC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.03873239436619727,0.5,0.1,0.25,1
X_method,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.25,0.5,0.1,0.25,1
T50,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.35317460317460314,0.5,0.1,0.25,1
MAX,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0267857142857143,0.5,0.1,0.25,1
MS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.11995515695067266,0.5,0.1,0.25,1
MS2,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.1385622604126287,0.5,0.1,0.25,1
CC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.09999999999999998,0.5,0.1,0.25,1
DyS,None,MoSS_Dir,MoSS_Dir,0.08248923110532141,0.5,0.1,0.25,1
HDy,None,MoSS_Dir,MoSS_Dir,0.0050000000000000044,0.5,0.1,0.25,1
SORD,None,MoSS_Dir,MoSS_Dir,0.10000000000000003,0.5,0.1,0.25,1
SMM,None,MoSS_Dir,MoSS_Dir,0.14839130666335648,0.5,0.1,0.25,1
ACC,None,MoSS_Dir,MoSS_Dir,0.09999999999999998,0.5,0.1,0.25,1
X_method,None,MoSS_Dir,MoSS_Dir,0.09999999999999998,0.5,0.1,0.25,1
T50,None,MoSS_Dir,MoSS_Dir,0.47164948453608246,0.5,0.1,0.25,1
MAX,None,MoSS_Dir,MoSS_Dir,0.09999999999999998,0.5,0.1,0.25,1
MS,None,MoSS_Dir,MoSS_Dir,0.09999999999999998,0.5,0.1,0.25,1
MS2,None,MoSS_Dir,MoSS_Dir,0.09999999999999998,0.5,0.1,0.25,1
CC,None,MoSS_Dir,MoSS_Dir,0.09999999999999998,0.5,0.1,0.25,1
DyS,MoSS,MoSS_Dir,MoSS_Dir,0.22607108585487973,0.5,0.1,0.25,2
HDy,MoSS,MoSS_Dir,MoSS_Dir,0.15000000000000002,0.5,0.1,0.25,2
SORD,MoSS,MoSS_Dir,MoSS_Dir,0.16000000000000003,0.5,0.1,0.25,2
SMM,MoSS,MoSS_Dir,MoSS_Dir,0.25886746051651854,0.5,0.1,0.25,2
ACC,MoSS,MoSS_Dir,MoSS_Dir,0.25,0.5,0.1,0.25,2
X_method,MoSS,MoSS_Dir,MoSS_Dir,0.18548387096774188,0.5,0.1,0.25,2
T50,MoSS,MoSS_Dir,MoSS_Dir,0.5277777777777776,0.5,0.1,0.25,2
MAX,MoSS,MoSS_Dir,MoSS_Dir,0.2359154929577464,0.5,0.1,0.25,2
MS,MoSS,MoSS_Dir,MoSS_Dir,0.07608695652173963,0.5,0.1,0.25,2
MS2,MoSS,MoSS_Dir,MoSS_Dir,0.22859922178988318,0.5,0.1,0.25,2
CC,MoSS,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
DyS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.23565601446301804,0.5,0.1,0.25,2
HDy,MoSS_MN,MoSS_Dir,MoSS_Dir,0.11499999999999999,0.5,0.1,0.25,2
SORD,MoSS_MN,MoSS_Dir,MoSS_Dir,0.2,0.5,0.1,0.25,2
SMM,MoSS_MN,MoSS_Dir,MoSS_Dir,0.20499774246987312,0.5,0.1,0.25,2
ACC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.22826086956521746,0.5,0.1,0.25,2
X_method,MoSS_MN,MoSS_Dir,MoSS_Dir,0.1979638009049774,0.5,0.1,0.25,2
T50,MoSS_MN,MoSS_Dir,MoSS_Dir,0.5648148148148147,0.5,0.1,0.25,2
MAX,MoSS_MN,MoSS_Dir,MoSS_Dir,0.03918918918918929,0.5,0.1,0.25,2
MS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.2185314685314685,0.5,0.1,0.25,2
MS2,MoSS_MN,MoSS_Dir,MoSS_Dir,0.22993311036789288,0.5,0.1,0.25,2
CC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
DyS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.17269200319999523,0.5,0.1,0.25,2
HDy,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.3500000000000001,0.5,0.1,0.25,2
SORD,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.2,0.5,0.1,0.25,2
SMM,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.2119149943921242,0.5,0.1,0.25,2
ACC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.75,0.5,0.1,0.25,2
X_method,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.15860215053763432,0.5,0.1,0.25,2
T50,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.5299999999999998,0.5,0.1,0.25,2
MAX,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.75,0.5,0.1,0.25,2
MS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.12500000000000006,0.5,0.1,0.25,2
MS2,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.08333333333333298,0.5,0.1,0.25,2
CC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
DyS,None,MoSS_Dir,MoSS_Dir,0.2589205908485761,0.5,0.1,0.25,2
HDy,None,MoSS_Dir,MoSS_Dir,0.29500000000000004,0.5,0.1,0.25,2
SORD,None,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
SMM,None,MoSS_Dir,MoSS_Dir,0.24296535299920213,0.5,0.1,0.25,2
ACC,None,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
X_method,None,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
T50,None,MoSS_Dir,MoSS_Dir,0.7396907216494846,0.5,0.1,0.25,2
MAX,None,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
MS,None,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
MS2,None,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
CC,None,MoSS_Dir,MoSS_Dir,0.22999999999999998,0.5,0.1,0.25,2
DyS,MoSS,MoSS_Dir,MoSS_Dir,0.053738786307044206,0.5,0.1,0.25,3
HDy,MoSS,MoSS_Dir,MoSS_Dir,0.07,0.5,0.1,0.25,3
SORD,MoSS,MoSS_Dir,MoSS_Dir,0.01999999999999999,0.5,0.1,0.25,3
SMM,MoSS,MoSS_Dir,MoSS_Dir,0.25,0.5,0.1,0.25,3
ACC,MoSS,MoSS_Dir,MoSS_Dir,0.06297709923664127,0.5,0.1,0.25,3
X_method,MoSS,MoSS_Dir,MoSS_Dir,0.002066115702479332,0.5,0.1,0.25,3
T50,MoSS,MoSS_Dir,MoSS_Dir,0.4520202020202021,0.5,0.1,0.25,3
MAX,MoSS,MoSS_Dir,MoSS_Dir,0.028969957081545095,0.5,0.1,0.25,3
MS,MoSS,MoSS_Dir,MoSS_Dir,0.24107142857142858,0.5,0.1,0.25,3
MS2,MoSS,MoSS_Dir,MoSS_Dir,0.0010822510822510734,0.5,0.1,0.25,3
CC,MoSS,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
DyS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.0758947392500926,0.5,0.1,0.25,3
HDy,MoSS_MN,MoSS_Dir,MoSS_Dir,0.044999999999999984,0.5,0.1,0.25,3
SORD,MoSS_MN,MoSS_Dir,MoSS_Dir,0.07,0.5,0.1,0.25,3
SMM,MoSS_MN,MoSS_Dir,MoSS_Dir,0.06988804457040265,0.5,0.1,0.25,3
ACC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.1049107142857143,0.5,0.1,0.25,3
X_method,MoSS_MN,MoSS_Dir,MoSS_Dir,0.1049107142857143,0.5,0.1,0.25,3
T50,MoSS_MN,MoSS_Dir,MoSS_Dir,0.45232558139534884,0.5,0.1,0.25,3
MAX,MoSS_MN,MoSS_Dir,MoSS_Dir,0.11141906873614194,0.5,0.1,0.25,3
MS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
MS2,MoSS_MN,MoSS_Dir,MoSS_Dir,0.10056179775280905,0.5,0.1,0.25,3
CC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
DyS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.05768534776937545,0.5,0.1,0.25,3
HDy,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.024999999999999994,0.5,0.1,0.25,3
SORD,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.06,0.5,0.1,0.25,3
SMM,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.0857741790713498,0.5,0.1,0.25,3
ACC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.25,0.5,0.1,0.25,3
X_method,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.03969957081545067,0.5,0.1,0.25,3
T50,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.41145833333333337,0.5,0.1,0.25,3
MAX,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.08771929824561403,0.5,0.1,0.25,3
MS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.03743961352656999,0.5,0.1,0.25,3
MS2,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.06105990783410134,0.5,0.1,0.25,3
CC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
DyS,None,MoSS_Dir,MoSS_Dir,0.051565633429171365,0.5,0.1,0.25,3
HDy,None,MoSS_Dir,MoSS_Dir,0.03500000000000003,0.5,0.1,0.25,3
SORD,None,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
SMM,None,MoSS_Dir,MoSS_Dir,0.13976347319919213,0.5,0.1,0.25,3
ACC,None,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
X_method,None,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
T50,None,MoSS_Dir,MoSS_Dir,0.5128865979381444,0.5,0.1,0.25,3
MAX,None,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
MS,None,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
MS2,None,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
CC,None,MoSS_Dir,MoSS_Dir,0.12,0.5,0.1,0.25,3
DyS,MoSS,MoSS_Dir,MoSS_Dir,0.08705706739052088,0.5,0.1,0.5,1
HDy,MoSS,MoSS_Dir,MoSS_Dir,0.06000000000000005,0.5,0.1,0.5,1
SORD,MoSS,MoSS_Dir,MoSS_Dir,0.020000000000000018,0.5,0.1,0.5,1
SMM,MoSS,MoSS_Dir,MoSS_Dir,0.07726108928843833,0.5,0.1,0.5,1
ACC,MoSS,MoSS_Dir,MoSS_Dir,0.04646840148698883,0.5,0.1,0.5,1
X_method,MoSS,MoSS_Dir,MoSS_Dir,0.5,0.5,0.1,0.5,1
T50,MoSS,MoSS_Dir,MoSS_Dir,0.5,0.5,0.1,0.5,1
MAX,MoSS,MoSS_Dir,MoSS_Dir,0.1390977443609024,0.5,0.1,0.5,1
MS,MoSS,MoSS_Dir,MoSS_Dir,0.020000000000000018,0.5,0.1,0.5,1
MS2,MoSS,MoSS_Dir,MoSS_Dir,0.3244274809160308,0.5,0.1,0.5,1
CC,MoSS,MoSS_Dir,MoSS_Dir,0.020000000000000018,0.5,0.1,0.5,1
DyS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.27050755598871157,0.5,0.1,0.5,1
HDy,MoSS_MN,MoSS_Dir,MoSS_Dir,0.10999999999999999,0.5,0.1,0.5,1
SORD,MoSS_MN,MoSS_Dir,MoSS_Dir,0.050000000000000044,0.5,0.1,0.5,1
SMM,MoSS_MN,MoSS_Dir,MoSS_Dir,0.056370970600263526,0.5,0.1,0.5,1
ACC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.047619047619047006,0.5,0.1,0.5,1
X_method,MoSS_MN,MoSS_Dir,MoSS_Dir,0.02614379084967311,0.5,0.1,0.5,1
T50,MoSS_MN,MoSS_Dir,MoSS_Dir,0.5,0.5,0.1,0.5,1
MAX,MoSS_MN,MoSS_Dir,MoSS_Dir,0.10698689956331886,0.5,0.1,0.5,1
MS,MoSS_MN,MoSS_Dir,MoSS_Dir,0.05333333333333323,0.5,0.1,0.5,1
MS2,MoSS_MN,MoSS_Dir,MoSS_Dir,0.00967741935483879,0.5,0.1,0.5,1
CC,MoSS_MN,MoSS_Dir,MoSS_Dir,0.020000000000000018,0.5,0.1,0.5,1
DyS,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.02808399865441691,0.5,0.1,0.5,1
HDy,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.10499999999999998,0.5,0.1,0.5,1
SORD,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.030000000000000027,0.5,0.1,0.5,1
SMM,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.5,0.5,0.1,0.5,1
ACC,MoSS_Dir,MoSS_Dir,MoSS_Dir,0.375,0.5,0.1,0.5,1
